校区,开课学院,课程代码,课程名称,学号,考试时间,考试地点
仙林,软件学院,B1201381S,计算机接口技术,B11041117,2014年02月19日(18:30-20:20),教3-400
仙林,软件学院,B1201381S,计算机接口技术,B11041118,2014年02月19日(18:30-20:20),教3-400
仙林,马克思主义学院,B0900042S,毛泽东思想和中国特色社会主义理论体系概论,B11041120,2014年02月17日(18:30-20:20),教2-300
仙林,软件学院,B1201381S,计算机接口技术,B11041121,2014年02月19日(18:30-20:20),教3-400
仙林,软件学院,B1201381S,计算机接口技术,B11041125,2014年02月19日(18:30-20:20),教3-400
,通信与信息工程学院,00X020064,电子封装概论,B11041208,本课程考核方式为提交论文，具体要求请于2月15日前联系王老师，联系电话13770656218,
仙林,计算机学院,B0300051S,数据结构A,B11041208,2014年02月18日(18:30-20:20),教3-300
仙林,理学院,B0600321S,大学物理(下),B11041208,2014年02月22日(10:25-12:15),教2-102
仙林,理学院,B0600061S,概率论与数理统计,B11041211,2014年02月22日(16:00-17:50),教2-400
仙林,计算机学院,B0300051S,数据结构A,B11041212,2014年02月18日(18:30-20:20),教3-300
仙林,计算机学院,B0300062S,微型计算机原理与接口技术,B11041212,2014年02月22日(18:30-20:20),教2-202
仙林,计算机学院,B0301152S,计算机通信与网络,B11041212,2014年02月22日(13:30-15:20),教2-309
仙林,理学院,B0600061S,概率论与数理统计,B11041212,2014年02月22日(16:00-17:50),教2-400
仙林,计算机学院,B0301152S,计算机通信与网络,B11041214,2014年02月22日(13:30-15:20),教2-309
仙林,计算机学院,B0301081S,操作系统A,B11041220,2014年02月17日(16:00-17:50),教2-208
仙林,理学院,B0600061S,概率论与数理统计,B11041311,2014年02月22日(16:00-17:50),教2-400
仙林,理学院,B0600011S,高等数学A(上),B11041320,2014年02月21日(18:30-20:20),教2-209
仙林,理学院,B0600031S,线性代数与解析几何,B11041320,2014年02月22日(13:30-15:20),教2-101
仙林,计算机学院,R04037006,汇编语言,B11041419,2014年02月16日(16:00-17:50),教3-201
仙林,计算机学院,R04037006,汇编语言,B11041420,2014年02月16日(16:00-17:50),教3-201
仙林,计算机学院,R04037005,计算机组成原理,B11041423,2014年02月17日(16:00-17:50),教2-300
仙林,计算机学院,R04037026,操作系统,B11041423,2014年02月18日(16:00-17:50),教2-401
仙林,计算机学院,R04037006,汇编语言,B11041425,2014年02月16日(16:00-17:50),教3-201
仙林,计算机学院,R04037005,计算机组成原理,B11041427,2014年02月17日(16:00-17:50),教2-300
仙林,计算机学院,R04037005,计算机组成原理,B11041429,2014年02月17日(16:00-17:50),教2-300
仙林,计算机学院,R04037006,汇编语言,B11041429,2014年02月16日(16:00-17:50),教3-201
仙林,计算机学院,R04027014,网络编程基础,B11041431,2014年02月16日(10:25-12:15),教3-101
仙林,计算机学院,R04037005,计算机组成原理,B11041431,2014年02月17日(16:00-17:50),教2-300
仙林,计算机学院,R04037006,汇编语言,B11041431,2014年02月16日(16:00-17:50),教3-201
仙林,计算机学院,R04037006,汇编语言,B11041432,2014年02月16日(16:00-17:50),教3-201
仙林,计算机学院,R04037006,汇编语言,B11041437,2014年02月16日(16:00-17:50),教3-201
仙林,计算机学院,R04027014,网络编程基础,B11041438,2014年02月16日(10:25-12:15),教3-101
仙林,计算机学院,R04037005,计算机组成原理,B11041438,2014年02月17日(16:00-17:50),教2-300
仙林,计算机学院,R04027014,网络编程基础,B11041439,2014年02月16日(10:25-12:15),教3-101
仙林,计算机学院,R04037005,计算机组成原理,B11041439,2014年02月17日(16:00-17:50),教2-300
仙林,计算机学院,R04037006,汇编语言,B11041439,2014年02月16日(16:00-17:50),教3-201
仙林,计算机学院,R04037026,操作系统,B11041439,2014年02月18日(16:00-17:50),教2-401
仙林,计算机学院,R04037006,汇编语言,B11041440,2014年02月16日(16:00-17:50),教3-201
仙林,计算机学院,R04037005,计算机组成原理,B11041523,2014年02月17日(16:00-17:50),教2-300
仙林,计算机学院,R04037005,计算机组成原理,B11041526,2014年02月17日(16:00-17:50),教2-300
仙林,计算机学院,R04027014,网络编程基础,B11041530,2014年02月16日(10:25-12:15),教3-101
仙林,计算机学院,R04037005,计算机组成原理,B11041530,2014年02月17日(16:00-17:50),教2-300
仙林,计算机学院,R04037006,汇编语言,B11041530,2014年02月16日(16:00-17:50),教3-201
仙林,计算机学院,R04037005,计算机组成原理,B11041531,2014年02月17日(16:00-17:50),教2-300
仙林,计算机学院,R04037006,汇编语言,B11041531,2014年02月16日(16:00-17:50),教3-201
仙林,计算机学院,R04037026,操作系统,B11041531,2014年02月18日(16:00-17:50),教2-401
仙林,自动化学院,B0502032S,传感器技术,B11050102,2014年02月22日(13:30-15:20),教2-308
仙林,自动化学院,B0503102S,电力电子技术,B11050102,2014年02月20日(16:00-17:50),教2-101
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11050103,2014年02月20日(18:30-20:20),教2-209
仙林,自动化学院,B0500011S,自动控制原理,B11050103,2014年02月18日(18:30-20:20),教2-213
仙林,自动化学院,B0502032S,传感器技术,B11050107,2014年02月22日(13:30-15:20),教2-308
仙林,自动化学院,B0503102S,电力电子技术,B11050107,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0502032S,传感器技术,B11050110,2014年02月22日(13:30-15:20),教2-308
仙林,电子科学与工程学院,B0400032S,数字电路与逻辑设计B,B11050114,2014年02月19日(16:00-17:50),教2-102
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11050114,2014年02月20日(18:30-20:20),教2-213
仙林,自动化学院,B0503102S,电力电子技术,B11050114,2014年02月20日(16:00-17:50),教2-101
仙林,理学院,B0600321S,大学物理(下),B11050114,2014年02月22日(10:25-12:15),教2-102
仙林,理学院,B0600411S,制图基础及计算机绘图,B11050114,2014年02月18日(18:30-20:20),教2-400
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11050116,2014年02月20日(18:30-20:20),教2-213
仙林,自动化学院,B0503102S,电力电子技术,B11050116,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0500011S,自动控制原理,B11050117,2014年02月18日(18:30-20:20),教2-213
仙林,自动化学院,B0502032S,传感器技术,B11050117,2014年02月22日(13:30-15:20),教2-308
仙林,自动化学院,B0500011S,自动控制原理,B11050119,2014年02月18日(18:30-20:20),教2-213
仙林,自动化学院,B0501160S,电机与拖动基础,B11050120,2014年02月18日(18:30-20:20),教2-213
仙林,自动化学院,B0502032S,传感器技术,B11050120,2014年02月22日(13:30-15:20),教2-308
仙林,外国语学院,00X090001,日语（上）,B11050121,2014年02月17日(18:30-20:20),教2-401
仙林,通信与信息工程学院,B0200032S,信号与系统B,B11050121,2014年02月19日(18:30-20:20),教2-400
仙林,自动化学院,B0502032S,传感器技术,B11050121,2014年02月22日(13:30-15:20),教2-308
仙林,自动化学院,B0503102S,电力电子技术,B11050121,2014年02月20日(16:00-17:50),教2-101
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11050122,2014年02月20日(18:30-20:20),教2-213
仙林,自动化学院,B0503102S,电力电子技术,B11050122,2014年02月20日(16:00-17:50),教2-101
仙林,通信与信息工程学院,B0200032S,信号与系统B,B11050124,2014年02月19日(18:30-20:20),教2-400
仙林,计算机学院,B0300011S,高级语言程序设计,B11050124,2014年02月21日(16:00-17:50),教2-101
仙林,自动化学院,B0502032S,传感器技术,B11050124,2014年02月22日(13:30-15:20),教2-308
仙林,自动化学院,B0503102S,电力电子技术,B11050124,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503102S,电力电子技术,B11050125,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0502032S,传感器技术,B11050128,2014年02月22日(13:30-15:20),教2-308
,光电工程学院,00X060025,走进光子世界,B11050209,本课程考核方式为提交论文，具体要求请于2月15日前联系汪静丽老师，联系电话13951858067,
仙林,自动化学院,B0502032S,传感器技术,B11050209,2014年02月22日(13:30-15:20),教2-308
仙林,自动化学院,B0503102S,电力电子技术,B11050209,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503102S,电力电子技术,B11050213,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0502032S,传感器技术,B11050214,2014年02月22日(13:30-15:20),教2-308
仙林,自动化学院,B0503102S,电力电子技术,B11050215,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0502032S,传感器技术,B11050218,2014年02月22日(13:30-15:20),教2-308
仙林,自动化学院,B0502032S,传感器技术,B11050219,2014年02月22日(13:30-15:20),教2-308
仙林,自动化学院,B0502032S,传感器技术,B11050221,2014年02月22日(13:30-15:20),教2-308
仙林,自动化学院,B0502032S,传感器技术,B11050222,2014年02月22日(13:30-15:20),教2-308
仙林,自动化学院,B0503102S,电力电子技术,B11050222,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0502032S,传感器技术,B11050224,2014年02月22日(13:30-15:20),教2-308
仙林,自动化学院,B0502032S,传感器技术,B11050227,2014年02月22日(13:30-15:20),教2-308
仙林,通信与信息工程学院,B0200032S,信号与系统B,B11050306,2014年02月19日(18:30-20:20),教2-400
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11050306,2014年02月20日(18:30-20:20),教2-213
仙林,自动化学院,B0500011S,自动控制原理,B11050306,2014年02月18日(18:30-20:20),教2-213
仙林,自动化学院,B0502032S,传感器技术,B11050306,2014年02月22日(13:30-15:20),教2-308
仙林,自动化学院,B0503102S,电力电子技术,B11050306,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503102S,电力电子技术,B11050307,2014年02月20日(16:00-17:50),教2-101
,传媒与艺术学院,00X080062,西方音乐史,B11050309,本课程考核方式为提交大型作业，具体要求请于2月15日前联系丁老师，联系电话13376080720,
仙林,自动化学院,B0503102S,电力电子技术,B11050309,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0501160S,电机与拖动基础,B11050310,2014年02月18日(18:30-20:20),教2-213
仙林,自动化学院,B0503102S,电力电子技术,B11050310,2014年02月20日(16:00-17:50),教2-101
仙林,通信与信息工程学院,B0200032S,信号与系统B,B11050312,2014年02月19日(18:30-20:20),教2-400
仙林,自动化学院,B0502032S,传感器技术,B11050312,2014年02月22日(13:30-15:20),教2-308
仙林,自动化学院,B0503102S,电力电子技术,B11050312,2014年02月20日(16:00-17:50),教2-101
仙林,理学院,B0600321S,大学物理(下),B11050312,2014年02月22日(10:25-12:15),教2-102
仙林,自动化学院,B0502032S,传感器技术,B11050314,2014年02月22日(13:30-15:20),教2-308
仙林,自动化学院,B0503102S,电力电子技术,B11050314,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503102S,电力电子技术,B11050316,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503102S,电力电子技术,B11050317,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503102S,电力电子技术,B11050318,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503102S,电力电子技术,B11050321,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503102S,电力电子技术,B11050323,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0500011S,自动控制原理,B11050327,2014年02月18日(18:30-20:20),教2-213
仙林,自动化学院,B0502032S,传感器技术,B11050327,2014年02月22日(13:30-15:20),教2-308
仙林,自动化学院,B0503102S,电力电子技术,B11050327,2014年02月20日(16:00-17:50),教2-101
仙林,通信与信息工程学院,B0200032S,信号与系统B,B11050401,2014年02月19日(18:30-20:20),教2-400
仙林,自动化学院,B0500011S,自动控制原理,B11050401,2014年02月18日(18:30-20:20),教2-213
仙林,自动化学院,B0502511S,应用光学基础,B11050401,2014年02月20日(18:30-20:20),教3-301
仙林,自动化学院,B0502521S,精密机械学基础,B11050401,2014年02月17日(18:30-20:20),教2-401
仙林,自动化学院,B0502021S,图形化程序设计语言(双语),B11050402,2014年02月20日(16:00-17:50),教2-202
仙林,自动化学院,B0502521S,精密机械学基础,B11050415,2014年02月17日(18:30-20:20),教2-401
仙林,自动化学院,B0502521S,精密机械学基础,B11050417,2014年02月17日(18:30-20:20),教2-401
仙林,通信与信息工程学院,B0200032S,信号与系统B,B11050419,2014年02月19日(18:30-20:20),教2-400
仙林,自动化学院,B0502021S,图形化程序设计语言(双语),B11050419,2014年02月20日(16:00-17:50),教2-202
仙林,自动化学院,B0502511S,应用光学基础,B11050419,2014年02月20日(18:30-20:20),教3-301
仙林,通信与信息工程学院,B0200032S,信号与系统B,B11050420,2014年02月19日(18:30-20:20),教2-400
仙林,自动化学院,B0500011S,自动控制原理,B11050420,2014年02月18日(18:30-20:20),教2-213
仙林,自动化学院,B0502021S,图形化程序设计语言(双语),B11050420,2014年02月20日(16:00-17:50),教2-202
仙林,自动化学院,B0502511S,应用光学基础,B11050420,2014年02月20日(18:30-20:20),教3-301
仙林,通信与信息工程学院,B0200032S,信号与系统B,B11050422,2014年02月19日(18:30-20:20),教2-400
仙林,自动化学院,B0502511S,应用光学基础,B11050422,2014年02月20日(18:30-20:20),教3-301
仙林,通信与信息工程学院,B0200032S,信号与系统B,B11050425,2014年02月19日(18:30-20:20),教2-400
仙林,自动化学院,B0502521S,精密机械学基础,B11050426,2014年02月17日(18:30-20:20),教2-401
仙林,自动化学院,B0504062S,嵌入式系统及应用,B11050426,2014年02月21日(16:00-17:50),教2-202
仙林,自动化学院,B0502021S,图形化程序设计语言(双语),B11050427,2014年02月20日(16:00-17:50),教2-202
仙林,自动化学院,B0502032S,传感器技术,B11050427,2014年02月22日(13:30-15:20),教2-308
仙林,自动化学院,B0502521S,精密机械学基础,B11050427,2014年02月17日(18:30-20:20),教2-401
仙林,理学院,B0600321S,大学物理(下),B11050427,2014年02月22日(10:25-12:15),教2-102
仙林,自动化学院,B0502021S,图形化程序设计语言(双语),B11050504,2014年02月20日(16:00-17:50),教2-202
仙林,自动化学院,B0502521S,精密机械学基础,B11050511,2014年02月17日(18:30-20:20),教2-401
仙林,自动化学院,B0504062S,嵌入式系统及应用,B11050512,2014年02月21日(16:00-17:50),教2-202
仙林,自动化学院,B0502521S,精密机械学基础,B11050514,2014年02月17日(18:30-20:20),教2-401
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11050516,2014年02月20日(18:30-20:20),教2-213
仙林,自动化学院,B0502521S,精密机械学基础,B11050518,2014年02月17日(18:30-20:20),教2-401
仙林,自动化学院,B0504062S,嵌入式系统及应用,B11050518,2014年02月21日(16:00-17:50),教2-202
仙林,自动化学院,B0504062S,嵌入式系统及应用,B11050522,2014年02月21日(16:00-17:50),教2-202
仙林,通信与信息工程学院,B0200022S,数字信号处理B,B11050527,2014年02月19日(16:00-17:50),教2-300
仙林,通信与信息工程学院,B0200032S,信号与系统B,B11050527,2014年02月19日(18:30-20:20),教2-400
仙林,自动化学院,B0500011S,自动控制原理,B11050527,2014年02月18日(18:30-20:20),教2-213
仙林,自动化学院,B0502021S,图形化程序设计语言(双语),B11050527,2014年02月20日(16:00-17:50),教2-202
仙林,自动化学院,B0502032S,传感器技术,B11050527,2014年02月22日(13:30-15:20),教2-308
仙林,自动化学院,B0502511S,应用光学基础,B11050527,2014年02月20日(18:30-20:20),教3-301
仙林,自动化学院,B0502521S,精密机械学基础,B11050527,2014年02月17日(18:30-20:20),教2-401
仙林,自动化学院,B0504062S,嵌入式系统及应用,B11050527,2014年02月21日(16:00-17:50),教2-202
仙林,理学院,B0600321S,大学物理(下),B11050527,2014年02月22日(10:25-12:15),教2-102
仙林,外国语学院,00X090001,日语（上）,B11050605,2014年02月17日(18:30-20:20),教2-401
仙林,通信与信息工程学院,B0200032S,信号与系统B,B11050605,2014年02月19日(18:30-20:20),教2-400
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11050605,2014年02月20日(18:30-20:20),教2-213
仙林,自动化学院,B0500011S,自动控制原理,B11050605,2014年02月18日(18:30-20:20),教2-213
仙林,自动化学院,B0503311S,电力系统分析,B11050605,2014年02月22日(07:50-09:40),教2-202
仙林,外国语学院,B0800032S,大学英语Ⅲ,B11050605,2014年02月18日(16:00-18:00),教2-202
仙林,通信与信息工程学院,B0200032S,信号与系统B,B11050606,2014年02月19日(18:30-20:20),教2-400
仙林,自动化学院,B0503311S,电力系统分析,B11050606,2014年02月22日(07:50-09:40),教2-202
仙林,通信与信息工程学院,B0200032S,信号与系统B,B11050608,2014年02月19日(18:30-20:20),教2-400
仙林,理学院,B0600011S,高等数学A(上),B11050608,2014年02月21日(18:30-20:20),教2-209
仙林,理学院,B0600061S,概率论与数理统计,B11050608,2014年02月22日(16:00-17:50),教2-400
仙林,理学院,B0600031S,线性代数与解析几何,B11050615,2014年02月22日(13:30-15:20),教2-101
仙林,自动化学院,B0503102S,电力电子技术,B11050616,2014年02月20日(16:00-17:50),教2-101
仙林,外国语学院,B0800032S,大学英语Ⅲ,B11050617,2014年02月18日(16:00-18:00),教2-202
仙林,通信与信息工程学院,B0200032S,信号与系统B,B11050620,2014年02月19日(18:30-20:20),教2-400
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11050620,2014年02月20日(18:30-20:20),教2-213
仙林,自动化学院,B0503102S,电力电子技术,B11050620,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503311S,电力系统分析,B11050620,2014年02月22日(07:50-09:40),教2-202
仙林,自动化学院,B0503341S,电气测量技术,B11050620,2014年02月17日(18:30-20:20),教2-401
仙林,理学院,B0600321S,大学物理(下),B11050620,2014年02月22日(10:25-12:15),教2-102
仙林,通信与信息工程学院,B0200032S,信号与系统B,B11050623,2014年02月19日(18:30-20:20),教2-400
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11050623,2014年02月20日(18:30-20:20),教2-213
仙林,自动化学院,B0503131S,工程电磁场,B11050623,2014年02月19日(16:00-17:50),教2-300
仙林,自动化学院,B0503341S,电气测量技术,B11050623,2014年02月17日(18:30-20:20),教2-401
仙林,自动化学院,B0504063S,嵌入式系统及应用,B11050623,2014年02月21日(16:00-17:50),教2-202
仙林,理学院,B0600011S,高等数学A(上),B11050623,2014年02月21日(18:30-20:20),教2-209
仙林,理学院,B0600031S,线性代数与解析几何,B11050623,2014年02月22日(13:30-15:20),教2-101
仙林,理学院,B0600061S,概率论与数理统计,B11050623,2014年02月22日(16:00-17:50),教2-400
仙林,外国语学院,B0800032S,大学英语Ⅲ,B11050623,2014年02月18日(16:00-18:00),教2-202
仙林,通信与信息工程学院,B0200032S,信号与系统B,B11050625,2014年02月19日(18:30-20:20),教2-400
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11050625,2014年02月20日(18:30-20:20),教2-213
仙林,自动化学院,B0503102S,电力电子技术,B11050625,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503311S,电力系统分析,B11050625,2014年02月22日(07:50-09:40),教2-202
仙林,自动化学院,B0503341S,电气测量技术,B11050625,2014年02月17日(18:30-20:20),教2-401
仙林,通信与信息工程学院,B0200032S,信号与系统B,B11050626,2014年02月19日(18:30-20:20),教2-400
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11050626,2014年02月20日(18:30-20:20),教2-213
仙林,自动化学院,B0503102S,电力电子技术,B11050626,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503311S,电力系统分析,B11050626,2014年02月22日(07:50-09:40),教2-202
仙林,理学院,B0600321S,大学物理(下),B11050626,2014年02月22日(10:25-12:15),教2-102
仙林,理学院,B0600011S,高等数学A(上),B11050627,2014年02月21日(18:30-20:20),教2-209
仙林,理学院,B0600321S,大学物理(下),B11050629,2014年02月22日(10:25-12:15),教2-102
仙林,自动化学院,B0503311S,电力系统分析,B11050630,2014年02月22日(07:50-09:40),教2-202
仙林,外国语学院,B0800032S,大学英语Ⅲ,B11050630,2014年02月18日(16:00-18:00),教2-202
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11050632,2014年02月20日(18:30-20:20),教2-213
仙林,理学院,B0600061S,概率论与数理统计,B11050632,2014年02月22日(16:00-17:50),教2-400
仙林,通信与信息工程学院,B0200032S,信号与系统B,B11050705,2014年02月19日(18:30-20:20),教2-400
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11050705,2014年02月20日(18:30-20:20),教2-213
仙林,自动化学院,B0500011S,自动控制原理,B11050705,2014年02月18日(18:30-20:20),教2-213
仙林,自动化学院,B0503102S,电力电子技术,B11050705,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503311S,电力系统分析,B11050705,2014年02月22日(07:50-09:40),教2-202
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11050709,2014年02月20日(18:30-20:20),教2-213
仙林,自动化学院,B0503102S,电力电子技术,B11050709,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503311S,电力系统分析,B11050709,2014年02月22日(07:50-09:40),教2-202
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11050710,2014年02月20日(18:30-20:20),教2-213
仙林,自动化学院,B0503102S,电力电子技术,B11050710,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503311S,电力系统分析,B11050713,2014年02月22日(07:50-09:40),教2-202
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11050718,2014年02月20日(18:30-20:20),教2-213
仙林,通信与信息工程学院,B0200032S,信号与系统B,B11050722,2014年02月19日(18:30-20:20),教2-400
仙林,计算机学院,B0300011S,高级语言程序设计,B11050722,2014年02月21日(16:00-17:50),教2-101
仙林,自动化学院,B0503102S,电力电子技术,B11050722,2014年02月20日(16:00-17:50),教2-101
仙林,理学院,B0600031S,线性代数与解析几何,B11050722,2014年02月22日(13:30-15:20),教2-101
仙林,理学院,B0600321S,大学物理(下),B11050722,2014年02月22日(10:25-12:15),教2-102
仙林,通信与信息工程学院,B0200032S,信号与系统B,B11050727,2014年02月19日(18:30-20:20),教2-400
仙林,计算机学院,B0300011S,高级语言程序设计,B11050727,2014年02月21日(16:00-17:50),教2-101
仙林,计算机学院,B0300062S,微型计算机原理与接口技术,B11050727,2014年02月22日(18:30-20:20),教2-202
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11050727,2014年02月20日(18:30-20:20),教2-213
仙林,自动化学院,B0503131S,工程电磁场,B11050727,2014年02月19日(16:00-17:50),教2-300
仙林,自动化学院,B0503341S,电气测量技术,B11050727,2014年02月17日(18:30-20:20),教2-401
仙林,理学院,B0600061S,概率论与数理统计,B11050727,2014年02月22日(16:00-17:50),教2-400
仙林,理学院,B0600321S,大学物理(下),B11050727,2014年02月22日(10:25-12:15),教2-102
仙林,通信与信息工程学院,B0200032S,信号与系统B,B11050728,2014年02月19日(18:30-20:20),教2-400
仙林,电子科学与工程学院,B0400032S,数字电路与逻辑设计B,B11050728,2014年02月19日(16:00-17:50),教2-102
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11050728,2014年02月20日(18:30-20:20),教2-213
仙林,自动化学院,B0500011S,自动控制原理,B11050728,2014年02月18日(18:30-20:20),教2-213
仙林,自动化学院,B0503341S,电气测量技术,B11050728,2014年02月17日(18:30-20:20),教2-401
仙林,理学院,B0600061S,概率论与数理统计,B11050728,2014年02月22日(16:00-17:50),教2-400
仙林,理学院,B0600321S,大学物理(下),B11050728,2014年02月22日(10:25-12:15),教2-102
仙林,计算机学院,B0300062S,微型计算机原理与接口技术,B11050730,2014年02月22日(18:30-20:20),教2-202
仙林,自动化学院,B0503102S,电力电子技术,B11050730,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503311S,电力系统分析,B11050730,2014年02月22日(07:50-09:40),教2-202
仙林,自动化学院,B0503341S,电气测量技术,B11050730,2014年02月17日(18:30-20:20),教2-401
仙林,自动化学院,B0504063S,嵌入式系统及应用,B11050730,2014年02月21日(16:00-17:50),教2-202
仙林,理学院,B0600031S,线性代数与解析几何,B11050730,2014年02月22日(13:30-15:20),教2-101
仙林,理学院,B0600321S,大学物理(下),B11050730,2014年02月22日(10:25-12:15),教2-102
仙林,自动化学院,B0503341S,电气测量技术,B11050732,2014年02月17日(18:30-20:20),教2-401
仙林,自动化学院,B0503102S,电力电子技术,B11050803,2014年02月20日(16:00-17:50),教2-101
仙林,理学院,B0600321S,大学物理(下),B11050803,2014年02月22日(10:25-12:15),教2-102
仙林,理学院,B0600321S,大学物理(下),B11050804,2014年02月22日(10:25-12:15),教2-102
仙林,通信与信息工程学院,B0200032S,信号与系统B,B11050813,2014年02月19日(18:30-20:20),教2-400
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11050813,2014年02月20日(18:30-20:20),教2-213
仙林,自动化学院,B0503131S,工程电磁场,B11050813,2014年02月19日(16:00-17:50),教2-300
仙林,理学院,B0600031S,线性代数与解析几何,B11050813,2014年02月22日(13:30-15:20),教2-101
仙林,理学院,B0600321S,大学物理(下),B11050813,2014年02月22日(10:25-12:15),教2-102
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11050823,2014年02月20日(18:30-20:20),教2-213
仙林,自动化学院,B0503102S,电力电子技术,B11050823,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503311S,电力系统分析,B11050823,2014年02月22日(07:50-09:40),教2-202
仙林,自动化学院,B0503341S,电气测量技术,B11050823,2014年02月17日(18:30-20:20),教2-401
仙林,理学院,B0600011S,高等数学A(上),B11050823,2014年02月21日(18:30-20:20),教2-209
仙林,通信与信息工程学院,B0200032S,信号与系统B,B11050824,2014年02月19日(18:30-20:20),教2-400
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11050824,2014年02月20日(18:30-20:20),教2-213
仙林,自动化学院,B0503131S,工程电磁场,B11050824,2014年02月19日(16:00-17:50),教2-300
仙林,自动化学院,B0503341S,电气测量技术,B11050824,2014年02月17日(18:30-20:20),教2-401
仙林,理学院,B0600011S,高等数学A(上),B11050824,2014年02月21日(18:30-20:20),教2-209
仙林,理学院,B0600061S,概率论与数理统计,B11050824,2014年02月22日(16:00-17:50),教2-400
仙林,理学院,B0600321S,大学物理(下),B11050824,2014年02月22日(10:25-12:15),教2-102
仙林,通信与信息工程学院,B0200032S,信号与系统B,B11050825,2014年02月19日(18:30-20:20),教2-400
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11050825,2014年02月20日(18:30-20:20),教2-213
仙林,自动化学院,B0500011S,自动控制原理,B11050825,2014年02月18日(18:30-20:20),教2-213
仙林,自动化学院,B0503102S,电力电子技术,B11050825,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503311S,电力系统分析,B11050825,2014年02月22日(07:50-09:40),教2-202
仙林,自动化学院,B0503341S,电气测量技术,B11050825,2014年02月17日(18:30-20:20),教2-401
仙林,自动化学院,B0504063S,嵌入式系统及应用,B11050825,2014年02月21日(16:00-17:50),教2-202
仙林,理学院,B0600321S,大学物理(下),B11050825,2014年02月22日(10:25-12:15),教2-102
仙林,通信与信息工程学院,B0200032S,信号与系统B,B11050826,2014年02月19日(18:30-20:20),教2-400
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11050826,2014年02月20日(18:30-20:20),教2-213
仙林,自动化学院,B0500011S,自动控制原理,B11050826,2014年02月18日(18:30-20:20),教2-213
仙林,自动化学院,B0503102S,电力电子技术,B11050826,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503311S,电力系统分析,B11050826,2014年02月22日(07:50-09:40),教2-202
仙林,自动化学院,B0503341S,电气测量技术,B11050826,2014年02月17日(18:30-20:20),教2-401
仙林,自动化学院,B0504063S,嵌入式系统及应用,B11050826,2014年02月21日(16:00-17:50),教2-202
仙林,通信与信息工程学院,B0200032S,信号与系统B,B11050827,2014年02月19日(18:30-20:20),教2-400
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B11050827,2014年02月20日(18:30-20:20),教2-213
仙林,自动化学院,B0500011S,自动控制原理,B11050827,2014年02月18日(18:30-20:20),教2-213
